start	duration	text
00:03:51.440	3.20	people kind of know what they're doing
00:03:53.040	3.68	there's a very big chance that you will
00:03:54.640	3.76	not get this anytime soon um
00:03:56.720	4.56	unfortunately that's just the way it is
00:03:58.400	4.96	um we just don't get
00:04:01.280	3.68	our set pieces just our set bonus just
00:04:03.360	4.64	isn't big enough
00:04:04.959	4.80	um over like a feral a tank or like a
00:04:08.000	3.92	holy priest or something like that
00:04:09.760	4.96	unfortunately so there are options that
00:04:11.920	4.72	you can go for this
00:04:14.720	3.28	most of us currently
00:04:16.639	2.88	if you've been raiding throughout this
00:04:18.000	3.20	probably have your warbringer by now
00:04:19.519	3.12	your warbringer will be just fine as we
00:04:21.199	4.32	go through
00:04:22.639	5.92	to be honest the destroyer is
00:04:25.520	5.84	in in theory just a stat just stat
00:04:28.560	5.52	upgrade um for us obviously more crit
00:04:31.360	5.92	more hit a couple more strength um
00:04:34.080	5.12	but it's not that big of a deal um
00:04:37.280	4.48	it's it'll it'll give us the stats that
00:04:39.199	4.16	we need but it's not necessary you'll
00:04:41.759	3.68	still be fine with warbringer as you go
00:04:43.360	4.16	through so i wouldn't sweat it that much
00:04:45.440	3.12	um but yeah you if you guys are doing
00:04:47.520	2.24	like some type of loot castle you'll
00:04:48.560	2.40	probably get proud pretty low for this
00:04:49.759	3.28	unfortunately that's just how it is for
00:04:50.960	3.92	this phase this this set bonus just
00:04:53.040	3.36	isn't very good for us
00:04:54.880	3.12	next up we're going to the next we have
00:04:56.400	3.44	pendant of the perils this drops off the
00:04:58.000	4.00	trash in ssc
00:04:59.840	3.28	now because this drops off trash uh it
00:05:02.000	3.04	might be a while before we get this
00:05:03.120	4.16	depending on how trash drops are or like
00:05:05.039	3.28	what the percentages are as we get ssc
00:05:07.280	2.48	um
00:05:08.320	4.32	good news is that it's a strength and a
00:05:09.759	4.56	crit um neck so most likely we won't be
00:05:12.639	4.48	really fighting people for this maybe
00:05:14.320	4.72	rep pallies um i don't think bear tanks
00:05:17.120	5.12	want this but i could be wrong um not
00:05:19.039	5.68	too not too sure on uh bear tank um biss
00:05:22.240	4.48	not like up to date on that so
00:05:24.720	3.20	but this is a very good neck if it drops
00:05:26.720	2.16	we're probably gonna be getting it no
00:05:27.919	2.88	problem there's not really a lot of
00:05:28.880	4.80	other classes that you strength and crit
00:05:30.800	4.00	maybe enhance shamans maybe um but
00:05:33.680	3.12	otherwise we kind of just have to wait
00:05:34.800	4.32	on trash drops it's kind of a bad deal
00:05:36.800	4.80	because it's trash traps whatever
00:05:39.120	3.92	we also have choker of animalistic fury
00:05:41.600	4.56	off lurker
00:05:43.039	5.12	um i'm pretty sure this is actually
00:05:46.160	4.00	i think this is hunter biss
00:05:48.160	3.84	and i think this might be this might
00:05:50.160	3.20	actually be the one that's bare this so
00:05:52.000	2.16	we could have a problem trying to get
00:05:53.360	2.88	this
00:05:54.160	4.08	um if that's the case you know you could
00:05:56.240	3.60	still rock with what you got um the
00:05:58.240	3.36	amulet of bitter hatred or choker
00:05:59.840	3.68	violent 10 same thing still going to be
00:06:01.600	3.84	good we still have tons of options
00:06:03.520	4.48	options here we could go for the i1 i'm
00:06:05.440	4.40	pretty sure this is rogue bis um but for
00:06:08.000	5.36	the most part we're kind of just waiting
00:06:09.840	5.52	on the the trash drop for this neck
00:06:13.360	3.60	um it's it's not really worth taking
00:06:15.360	4.00	some of these other necks away from
00:06:16.960	4.40	people that probably use them
00:06:19.360	3.52	like robes bear tanks hunters that kind
00:06:21.360	2.88	of thing so i wouldn't sweat over it
00:06:22.880	3.36	your choker is still going to be okay or
00:06:24.240	4.40	your amulet whatever you're using until
00:06:26.240	3.44	we get this
00:06:28.639	2.80	next up we have shoulder pads of the
00:06:29.680	4.08	stranger now this is going to be a very
00:06:31.440	5.20	tough item for us to get as well pretty
00:06:33.759	4.16	much every single dps wants this um it's
00:06:36.639	2.72	got credit it's got expertise it's got
00:06:37.919	4.48	attacks agility on it and it's got
00:06:39.360	4.40	sockets um this is a very very strong
00:06:42.400	2.96	shoulders for us
00:06:43.759	2.72	but as i said we're gonna be firing
00:06:45.360	2.08	farrell druids we're gonna be fighting
00:06:46.479	2.72	rogues
00:06:47.440	3.52	not sure about paladins probably not i
00:06:49.199	3.52	don't know um
00:06:50.960	2.80	fighting shamans it's just gonna be the
00:06:52.720	3.36	whole nine yards we're gonna be fighting
00:06:53.759	3.44	a lot of people for this this is a crazy
00:06:56.080	4.48	shoulder piece
00:06:57.199	5.52	um this drops off hydros in ssc a lot of
00:07:00.560	3.60	that's a sea drop so far but yeah it's
00:07:02.720	2.72	going to be pretty tough for us to try
00:07:04.160	3.76	to get that
00:07:05.440	4.48	on the other hand we could get pauldrons
00:07:07.919	4.40	of the war dancer that drop off hydros
00:07:09.919	4.48	as well these are plate only they have
00:07:12.319	3.28	two sockets 38 strength 29 crit they're
00:07:14.400	2.72	not as good as shoulder pads of the
00:07:15.599	3.12	stranger
00:07:17.120	5.12	but they are very good they have more
00:07:18.720	4.32	crit rating which is nice um
00:07:22.240	2.88	so
00:07:23.039	3.84	uh this could be a very valuable drop
00:07:25.120	3.60	for us plus it's got the sockets that'll
00:07:26.880	4.72	help us catch up add more crit do
00:07:28.720	4.56	whatever um like i said as like i said
00:07:31.599	3.52	earlier in the video as plate we're not
00:07:33.280	2.96	gonna have to fight very many people for
00:07:35.120	2.16	this kind of thing so it's literally
00:07:36.240	3.36	just you
00:07:37.280	3.92	maybe an arms warrior and then your rep
00:07:39.599	3.04	pally that's it um that's all you're
00:07:41.199	2.80	gonna be fighting for this this could be
00:07:42.639	3.04	very easy to pick up this will be a very
00:07:44.000	2.88	fast pickup if you do pick these up they
00:07:45.680	3.12	are better than your warbringers they're
00:07:46.879	3.84	actually better than destroyers as well
00:07:48.800	3.92	depending on like where your set is uh
00:07:50.720	3.36	for destroyer but like i said your set
00:07:52.720	3.84	bonus isn't that good for destroyer so
00:07:54.080	3.84	you're not really going for sets anyway
00:07:56.560	3.28	but pauldron's the word answer a very
00:07:57.919	4.56	good option as well rip fiend still
00:07:59.840	5.20	rates above both of these but most
00:08:02.479	4.08	people probably aren't
00:08:05.039	2.72	killing world bosses like that so i
00:08:06.560	3.20	wouldn't even worry about that i usually
00:08:07.759	4.00	don't include world boss or i usually
00:08:09.759	3.76	don't include world boss or pvp stuff in
00:08:11.759	3.44	my guides um just because they're kind
00:08:13.520	2.88	of like not really for the normal person
00:08:15.199	2.56	so
00:08:16.400	2.64	yeah so pauldron's the word answer are
00:08:17.759	2.72	very good shoulder pads of the stranger
00:08:19.039	3.12	the best in slot vengeance wrap we're
00:08:20.479	3.52	still gonna be using vengeance wrap
00:08:22.160	4.64	throughout this entire thing
00:08:24.000	5.60	uh it's still very very good um you
00:08:26.800	4.48	could try to get a
00:08:29.599	3.28	uh what was it that we were talking
00:08:31.280	3.28	about i don't remember actually the
00:08:32.880	2.80	razer scale battle cloak is okay i don't
00:08:34.560	2.40	think you'd really want to go for this
00:08:35.680	3.92	you could if you don't have vengeance
00:08:36.959	4.24	wrap like it's okay um but it's not like
00:08:39.599	3.20	the best wilder cloak is going to be
00:08:41.200	4.40	going to hunters for sure this is like
00:08:42.800	4.08	hunter bess and slot like by far um
00:08:45.600	2.32	cloak of the pit stocker is also pretty
00:08:46.880	2.96	good if you've been clearing mag and
00:08:47.920	3.04	you've got that also a good option um
00:08:49.839	2.08	otherwise yeah you're just going to want
00:08:50.959	1.92	to stick with your vengeance trap if you
00:08:51.920	2.08	got it
00:08:52.880	2.16	now we're gonna go into another set
00:08:54.000	2.80	piece that we need we do need the
00:08:55.040	3.36	breastplate here um the breastplate is
00:08:56.800	3.04	going to be our best stats a lot of crit
00:08:58.399	3.76	a lot of strength
00:08:59.839	3.60	um hit three sockets the three sockets
00:09:02.160	3.76	is huge that's gonna give us a ton of
00:09:03.440	4.16	credit as you know as fury warriors we
00:09:05.920	3.52	crit or we um
00:09:07.600	3.92	we jam a ton of crit usually just all
00:09:09.440	4.08	crit across the board after we've got
00:09:11.519	2.80	our meta slot filled
00:09:13.519	2.16	um
00:09:14.320	3.36	so yeah this is going to give us a ton
00:09:15.680	4.40	of stats this drops off chaotis so it's
00:09:17.680	4.08	going to be very hard to get like i said
00:09:20.080	3.04	probably going to be very low priod
00:09:21.760	4.32	unfortunately just because of the people
00:09:23.120	5.52	that we fight with keep that in mind um
00:09:26.080	5.60	go into this go into phase two knowing
00:09:28.640	6.20	that don't be upset if you do not get
00:09:31.680	5.76	pride over it it has nothing to do
00:09:34.839	4.04	with your how you're playing or what
00:09:37.440	3.20	you're doing it's just the fact that
00:09:38.880	4.88	druids and priests just have better set
00:09:40.640	4.32	bonuses than us unfortunately um so if
00:09:43.760	3.12	that's the case and it takes a while for
00:09:44.959	3.68	you to get this there's also blood see
00:09:46.880	4.16	brigan's best this is also gonna be
00:09:48.640	4.32	pretty hard for you to get um
00:09:51.040	3.36	this is best in slot for every single
00:09:52.959	3.20	leather worker or every single other
00:09:54.399	3.36	worker every single leather wearer um
00:09:56.160	2.88	and then enhancement shamans as well so
00:09:57.760	2.40	this might be pretty hard for you to get
00:09:59.040	2.32	i'm pretty sure this is rogue best in
00:10:00.160	3.12	slot so there's a good chance that
00:10:01.360	4.00	you're not gonna be able to get this
00:10:03.279	4.00	once again then we go back to some plate
00:10:05.360	4.88	that could be useful kraken hard
00:10:07.279	4.80	breastplate drops off of lady vosh
00:10:10.240	4.64	this has a ton of strength a ton of
00:10:12.079	5.04	agility and a lot of hits um i'm
00:10:14.880	3.52	actually really surprised of like the
00:10:17.120	4.00	stats on this the stats on this are
00:10:18.399	4.48	actually kind of crazy this might be bis
00:10:21.120	3.60	for rhett pallies
00:10:22.880	4.08	um because of how many stats on it i
00:10:24.720	4.32	know that they value stats like like raw
00:10:26.959	2.88	like strength agility stamp stats than
00:10:29.040	3.44	us
00:10:29.839	4.72	um so depending on how it goes this
00:10:32.480	3.20	might be prior to rep pallies but if not
00:10:34.560	2.16	and you don't or you don't have a
00:10:35.680	2.40	reptile or something like that this will
00:10:36.720	2.08	be a very good pickup as well this is
00:10:38.079	2.72	going to rate higher than your
00:10:38.800	3.44	warbringer um
00:10:40.800	2.64	but yeah other than that i wouldn't go
00:10:42.240	2.56	for something like ranger generals i
00:10:43.440	2.80	know this is rates pretty high but this
00:10:44.800	2.80	is like it's got like hint on it it's
00:10:46.240	3.12	okay i mean it's all right it's got a
00:10:47.600	3.12	lot of agility great attack power it's
00:10:49.360	2.08	got three sockets so it could be okay
00:10:50.720	2.24	but
00:10:51.440	2.96	run around with an in with ant on your
00:10:52.959	3.76	chest you're gonna look like a
00:10:54.399	4.48	a beta so don't do that um otherwise
00:10:56.720	4.08	your warbringer is just fine don't ever
00:10:58.880	3.12	you know oh this is like your um
00:11:00.800	2.32	destroyer like chest guard for like
00:11:02.000	2.56	tanking you wouldn't obviously get that
00:11:03.120	2.72	unless you're tanking but yeah so you're
00:11:04.560	3.28	probably gonna get prior pretty like low
00:11:05.839	3.84	for this
00:11:07.839	4.88	unfortunately we're just living the fury
00:11:09.680	5.20	dream by getting proud super low
00:11:12.720	3.84	next up we got bracers of eradication
00:11:14.880	5.20	this drops off lurker these are very
00:11:16.560	4.32	good 25 strength 12 stam blue sockets
00:11:20.079	2.08	don't really care about that we're
00:11:20.880	4.24	probably going to be throwing a crit gem
00:11:22.160	4.48	in there anyway um 24 crit 17 hit these
00:11:25.120	2.88	are very good uh gives us that hit
00:11:26.640	3.52	rating that we need it gives us a lot of
00:11:28.000	3.28	crit it also gives us a gem just pretty
00:11:30.160	3.52	much just a straight upgrade from
00:11:31.279	3.92	bladespire um warbands
00:11:33.680	2.96	but if you can't get those for a while
00:11:35.200	2.72	or whatever the case maybe whether drop
00:11:36.640	2.40	your bladespar warbands are still good
00:11:37.920	3.20	they're not much of an upgrade these
00:11:39.040	3.44	aren't much of a crazy upgrade over
00:11:41.120	2.72	bracers they do give you some hit which
00:11:42.480	4.00	is nice but these also give you two
00:11:43.839	4.48	sockets um over these ones so you could
00:11:46.480	4.56	crit you could socket more crit into
00:11:48.320	4.32	this so potentially blade spire could be
00:11:51.040	4.24	your biss
00:11:52.639	5.36	for your below nine percent slot
00:11:55.279	4.24	um because of the extra crit
00:11:58.000	3.12	but your braces eradication are going to
00:11:59.519	3.60	be a little bit safer because they have
00:12:01.120	3.36	that much hit rating um
00:12:03.120	2.64	so just depending on where your stats
00:12:04.480	2.72	are don't get rid of your bladespire
00:12:05.760	3.92	warbands as soon as you get racers
00:12:07.200	4.96	eradication keep your bladespire look at
00:12:09.680	4.96	your stat values and see if your double
00:12:12.160	5.28	double slotting crit gems is better for
00:12:14.639	4.40	your crit and all that [ __ ] than
00:12:17.440	4.48	um than the bracers because that's a
00:12:19.040	5.92	very good possibility
00:12:21.920	4.08	up next we have dragon strike
00:12:24.959	2.32	um
00:12:26.000	2.40	all the way down here somewhere i don't
00:12:27.279	2.48	know why they write this so low on this
00:12:28.399	3.28	website
00:12:29.760	3.92	whatever
00:12:31.680	4.48	dragon strike i have like not a good way
00:12:33.680	5.44	to show you guys that what is happening
00:12:36.160	3.76	there you go
00:12:39.120	2.08	okay
00:12:39.920	2.64	dragon strike
00:12:41.200	2.32	you guys know what dragon ball does most
00:12:42.560	2.56	you guys probably know what dragon ball
00:12:43.519	3.04	does dragon strike is literally just a
00:12:45.120	2.88	beefed up version of that still gives
00:12:46.560	3.28	you the same haste uh rating when you
00:12:48.000	3.76	get it um still the same amount of
00:12:49.839	4.16	stamina i'm pretty sure uh just more
00:12:51.760	4.16	damage i mean just more top end more dps
00:12:54.000	3.44	it's just better all it takes is for us
00:12:55.920	2.56	to get some other vortexes i say all it
00:12:57.440	2.64	takes like it's just going to be that
00:12:58.480	2.72	easy
00:13:00.079	2.72	probably won't be that easy i don't know
00:13:01.200	4.24	how actually the no the nether vortex
00:13:02.800	4.88	drop rate um i've heard that it's about
00:13:05.440	5.68	three two three per
00:13:07.680	4.32	raid that you're in um like per ssc per
00:13:11.120	2.88	i
00:13:12.000	3.60	um so if that's the case we could
00:13:14.000	2.88	pretend if you get super lucky you're
00:13:15.600	3.04	gonna get super lucky there's a chance
00:13:16.880	3.60	that you you if you do both of those on
00:13:18.639	3.52	the tuesday reset that we have
00:13:20.480	3.52	um whenever phase two comes out you
00:13:22.160	3.52	could get it on day one so if they
00:13:24.000	3.28	probably owe this to you
00:13:25.680	3.52	good news is that whatever your guild
00:13:27.279	3.36	priors another vortexes to whoever it
00:13:29.200	3.12	goes to first
00:13:30.639	2.64	is going to be the one that's funneled
00:13:32.320	3.52	to because they're not going to split up
00:13:33.279	4.80	another vortexes if they're if they're
00:13:35.839	3.36	you know all they're in their head so if
00:13:38.079	2.32	you get proud for this which you
00:13:39.199	2.80	probably will because there's not a lot
00:13:40.399	4.32	of classes that are continuing with
00:13:42.000	4.00	their weapons like we are um
00:13:44.720	2.24	you'll probably get this pretty soon
00:13:46.000	3.52	you're going to want to make this like
00:13:46.959	4.40	asap um if not if like let's say you
00:13:49.519	3.36	didn't do blacksmithing you could always
00:13:51.360	3.04	go for the talon the talon is a very
00:13:52.880	3.20	good weapon um you're going to be
00:13:54.399	4.08	fighting hunters over this so just be
00:13:56.079	3.52	wary of that um you could also or tell
00:13:58.480	2.80	them to the phoenix i should say because
00:13:59.600	2.40	then we have talent of azshara telling
00:14:01.279	1.68	us
00:14:02.000	3.36	you're going to be fighting rogues for
00:14:02.959	4.08	this is rug's best uh rugs bis so you're
00:14:05.360	3.68	also going to be dealing with that
00:14:07.040	3.44	so um
00:14:09.040	2.96	these are also two very good weapons if
00:14:10.480	3.52	you're an orc like i am you could
00:14:12.000	3.52	potentially use nether bane netherbane
00:14:14.000	3.28	might be a very good choice here might
00:14:15.519	3.04	be a very good pickup nether bane is
00:14:17.279	2.96	very strong it's an axe so it gives you
00:14:18.560	3.20	that expertise as an orc plus it's got
00:14:20.240	3.68	agility and attack powering it's a very
00:14:21.760	3.84	very strong weapon i would not
00:14:23.920	3.28	look away from this weapon if if it
00:14:25.600	4.40	dropped and you needed it if you don't
00:14:27.199	5.04	have blacksmithing
00:14:30.000	4.48	next up we got rod of the sun king okay
00:14:32.240	3.92	so this is a this is a pretty hot topic
00:14:34.480	3.20	right now for warriors
00:14:36.160	2.56	um
00:14:37.680	3.92	so
00:14:38.720	4.64	to my understanding there was
00:14:41.600	3.84	from what i've read
00:14:43.360	3.20	there was a rogue that actually had this
00:14:45.440	4.32	drop
00:14:46.560	5.60	from the the ptr
00:14:49.760	3.68	um and he went and
00:14:52.160	3.12	smacked stuff
00:14:53.440	3.12	for a while with this to see what the
00:14:55.279	4.00	proc rate was
00:14:56.560	4.40	and it was pretty dog [ __ ] as a rogue
00:14:59.279	3.04	um
00:15:00.959	4.08	and that's as a rogue too that's
00:15:02.320	4.80	stacking hit and doing that whole sh
00:15:05.040	4.56	bull ordeal um their head is just way
00:15:07.120	5.60	higher than us
00:15:09.600	4.88	um this could be potentially
00:15:12.720	3.84	um
00:15:14.480	3.92	a deal breaker for some of you guys um
00:15:16.560	3.12	if the chance on hit to gain the rage if
00:15:18.399	4.08	you guys are like oh it's dog [ __ ] i'm
00:15:19.680	4.32	not gonna use it i would still not be
00:15:22.480	3.52	go against this
00:15:24.000	3.84	weapon just for the fact that it has a
00:15:26.000	2.88	very very high top end
00:15:27.839	2.88	the only other thing that you would
00:15:28.880	4.00	replace it with is talon
00:15:30.720	4.40	and that's like 20
00:15:32.880	4.96	yeah that's like wait that's like um
00:15:35.120	4.48	quick maths 13 top end
00:15:37.839	3.52	and like 4 dps which doesn't sound like
00:15:39.600	2.96	a lot but it it adds up you know it
00:15:41.360	2.40	starts adding up when you when you
00:15:42.560	3.36	factor in your attack power all that
00:15:43.759	4.00	[ __ ] um
00:15:45.920	3.36	like i said another bane is still a good
00:15:47.759	3.20	option if you're if you're an orc and
00:15:49.279	3.76	nobody wants the [ __ ] um you could take
00:15:50.959	5.04	another bane as you're offhand as well
00:15:53.040	4.48	um i would not be against
00:15:56.000	4.08	going for rod of the sun king because
00:15:57.519	4.24	you heard that the the proc rate is bad
00:16:00.079	3.92	we also heard the proc rate was bad on
00:16:01.759	4.40	dragon mom before
00:16:04.000	3.20	um this [ __ ] came out um before tbc
00:16:06.160	3.76	dropped and it ended up being really
00:16:07.199	5.04	good at least for warriors um
00:16:09.920	4.08	and for rogues i'm pretty sure too so
00:16:12.240	3.04	i would try to get rid of the sun king
00:16:14.000	2.72	if you can
00:16:15.279	3.68	fortunately the only people that are
00:16:16.720	3.84	gonna want this is rogues and warriors
00:16:18.959	3.28	so you're gonna have a very good chance
00:16:20.560	2.80	of getting this and the only warriors
00:16:22.240	2.16	that obviously can use it are going to
00:16:23.360	2.40	be fury you're not going to get an arms
00:16:24.399	2.88	where you're taking this unless for some
00:16:25.759	3.92	reason the two hand like the dual
00:16:27.279	3.76	wielding arms thing comes to
00:16:29.680	3.20	rotation
00:16:31.040	3.04	and uh and like they start doing that so
00:16:32.880	2.48	this is a very good pickup i would
00:16:34.079	3.76	definitely go for this uh this drops off
00:16:35.360	4.32	chaotis um for sure like this is a good
00:16:37.839	3.12	pickup
00:16:39.680	3.20	all right next we're going on to the
00:16:40.959	3.20	gloves we're going to go for gauntlets
00:16:42.880	2.72	of marshall perfection we're going to
00:16:44.160	3.36	actually keep these
00:16:45.600	3.52	the only time
00:16:47.519	3.84	the only thing that you'll replace these
00:16:49.120	4.64	with potentially as gloves of the
00:16:51.360	4.32	searing grip and the only way that you'd
00:16:53.759	4.08	replace these is if you had shoulder
00:16:55.680	3.36	pads of the stranger
00:16:57.839	2.64	if you have shoulder pads of the
00:16:59.040	2.80	stranger then you get gloves of the
00:17:00.480	3.04	steering grip
00:17:01.839	3.44	because of the stat values because the
00:17:03.519	3.12	extra expertise and all that all that
00:17:05.280	3.12	crap
00:17:06.640	2.80	if you do not have shoulder pads let's
00:17:08.400	2.56	say you're still walking rocking
00:17:09.439	2.64	warbringer or you got pauldrons of the
00:17:10.959	2.72	word answer you're going to want to keep
00:17:12.079	3.36	your gauntlets of martial perfection
00:17:13.679	3.52	their gauntlets are still very good
00:17:15.439	5.12	they're very very strong a lot of good
00:17:17.199	5.84	stats still a lot of crit two gems
00:17:20.559	3.60	and strength and all that [ __ ] um
00:17:23.039	2.72	they're gonna give you the most crit
00:17:24.160	4.40	rating and as a fury warrior you guys
00:17:25.760	4.88	know crit rating is everything so very
00:17:28.559	3.92	good option um stick with your gauntlets
00:17:30.640	3.68	until you can somehow
00:17:32.480	3.28	get gloves and then also like you know
00:17:34.320	2.88	swap some stuff around and that's that's
00:17:35.760	2.88	pretty much how it's gonna be
00:17:37.200	2.72	um plus most of you probably already
00:17:38.640	3.52	have these too so you're not gonna have
00:17:39.919	4.48	to like try to dig for these so
00:17:42.160	4.96	very good option still
00:17:44.400	3.76	now here's the big money ticket this is
00:17:47.120	3.76	the big
00:17:48.160	3.84	this is the juicer of phase two okay
00:17:50.880	2.48	this is the one that everybody's talking
00:17:52.000	2.16	about this is the one that's
00:17:53.360	3.12	just
00:17:54.160	5.84	everywhere drops from lady bosh belt of
00:17:56.480	6.08	100 deaths 29 agility 25 expertise
00:18:00.000	4.40	rating 74 attack power 2 for two gems
00:18:02.559	3.12	this this belt is absolutely insane like
00:18:04.400	2.40	i don't even know how to explain it this
00:18:05.679	3.28	belt is
00:18:06.799	3.68	bonkers we're going to be losing the the
00:18:08.960	3.28	crit that we would have got from our
00:18:10.480	4.32	girdle of the endless pit
00:18:12.240	4.24	but we're getting 25 expertise and 74
00:18:14.799	3.36	attack power on top of 29 agility and
00:18:16.480	4.48	then two sockets as well
00:18:18.160	4.64	that is absolutely crazy like
00:18:20.960	3.92	that expertise is
00:18:22.799	3.84	coming back to
00:18:24.880	3.28	being an expertise like with the gloves
00:18:26.640	3.52	that we i was talking about earlier the
00:18:28.160	3.76	shoulder pads going back and stacking
00:18:30.160	5.76	our expertise again
00:18:31.919	6.72	um we saw had very good results in
00:18:35.919	5.52	in phase one like raring cleft hoof
00:18:38.640	4.32	forever um warriors would uh
