start	duration	text
00:05:56.240	5.36	plus 35 spell damage and plus 20 stamina
00:06:00.080	3.52	on the legs that's the enchant i went
00:06:01.600	4.48	with this one again dodge rating block
00:06:03.600	4.56	rating damage shield block yes
00:06:06.080	4.40	everything this one also ties into the
00:06:08.160	4.64	two set for increased red aura which is
00:06:10.479	4.80	an amazing amazing piece uh this one
00:06:12.800	5.04	drops from fathomlord kerathraz it has a
00:06:15.280	4.24	61 drop rate so you know this one might
00:06:17.840	3.12	be easier to equip might be easier to
00:06:19.520	2.48	get if you coordinate correctly with
00:06:20.960	2.56	your guild i think you might be the
00:06:22.000	2.88	first one to get these
00:06:23.520	3.52	all right and for the boots we have
00:06:24.880	5.28	boots of resilience these ones again
00:06:27.039	6.48	1105 armor they got 51 stam i put 12
00:06:30.160	4.72	plus 12 stam plus 4 defense and 6 stam
00:06:33.520	3.44	they give you defense rating block
00:06:34.880	3.68	rating but there's also a pair that we
00:06:36.960	3.92	could look at if we do boot to the
00:06:38.560	4.08	protector these ones are the only ones i
00:06:40.880	3.52	didn't put in there because it's bind on
00:06:42.639	3.68	pickup so you have to be a blacksmith
00:06:44.400	3.84	which i'm currently not but you have to
00:06:46.319	2.88	be blacksmith and if you are i would
00:06:48.240	3.28	recommend getting the bluetooth
00:06:49.199	4.72	protector over the boots of brazilian
00:06:51.520	4.08	but if not you could always get like a
00:06:53.919	3.60	pair of boots of illusion these ones
00:06:55.599	3.12	drop off a carrot trash again these ones
00:06:57.520	4.00	are pretty good they give you a bunch of
00:06:58.720	4.32	stamp dodge rating block rating but i
00:07:01.520	3.20	think boots are resilient in the end are
00:07:03.039	3.12	the other better pair to get
00:07:04.720	3.20	okay for the first ring we're going
00:07:06.160	4.32	seventh ring of the tears fall and again
00:07:07.919	4.16	this is 37 stand plus 12 spell damage
00:07:10.479	3.28	this one gives you black rating defense
00:07:12.080	3.36	block with your shield you have a lot of
00:07:13.759	3.12	block with your shield on this one and
00:07:15.440	4.08	this whole set
00:07:16.880	4.48	i went with a plus 12 spell damage um
00:07:19.520	3.68	enchant on it because i'm enchanting
00:07:21.360	3.28	that's only for enchanters you can get
00:07:23.199	3.28	that for your spell
00:07:24.639	4.20	you can get that for your rings so i
00:07:26.479	5.44	think it's very very plus improvement
00:07:28.840	5.56	um this one is just a zone drop in the
00:07:31.919	4.40	eye it's you know hopefully you get it
00:07:34.400	3.76	and i know a lot of people probably want
00:07:36.319	2.96	to get other paladins want to get it it
00:07:38.160	3.04	looks like
00:07:39.280	3.12	my other tanks are going to want it so
00:07:41.199	2.80	hopefully you guys win the rolls
00:07:42.400	3.36	hopefully you guys get prioritized for
00:07:44.000	3.28	it and you just win that
00:07:45.759	3.76	okay for the other ring rule in the ring
00:07:47.280	6.00	of the sundered souls this one drops a
00:07:49.520	5.92	morogram tidewalker uh it has a 22 drop
00:07:53.280	4.16	rate uh this one gives you 45 stamp
00:07:55.440	3.92	again i went with a plus 12 spell damage
00:07:57.440	3.44	enchant this one gives you defense and
00:07:59.360	3.52	dodge rating you know these two rings
00:08:00.879	3.68	together are pretty solid they're gonna
00:08:02.879	4.56	hold you up they're gonna you know even
00:08:04.560	5.44	if you're overhead cat maybe you're over
00:08:07.440	3.92	the extending on your um uncrushable set
00:08:10.000	3.28	maybe you switch out for one of these
00:08:11.360	3.84	for like a sears signet or something
00:08:13.280	3.92	that gives you more spell power
00:08:15.199	3.52	maybe you look for that way but uh these
00:08:17.199	3.52	ones i just went for defensive you know
00:08:18.720	3.84	try to push myself as much as i can all
00:08:20.720	3.76	right and for the trinkets these are the
00:08:22.560	4.08	same ones that we saw in the last phase
00:08:24.479	3.76	it's gonna be i've mag and the icon of
00:08:26.639	4.00	the silver and crescent these ones are
00:08:28.240	4.88	amazing you know the icon that one you
00:08:30.639	4.40	just get for 41 uh badges and then the
00:08:33.120	4.48	i've mag of course it comes from mag
00:08:35.039	4.32	theradon that one i got actually first
00:08:37.599	2.96	week so i was lucky enough to get that
00:08:39.360	2.80	but you these ones you're just gonna
00:08:40.560	4.64	want these ones are gonna be good for
00:08:42.159	4.64	last phase this phase and moving forward
00:08:45.200	3.44	okay for the last piece i went with the
00:08:46.800	3.44	living room of repentance again this was
00:08:48.640	4.32	in my last set this one increases your
00:08:50.240	4.56	block rating value by 42 while holy
00:08:52.959	4.00	shield is up so you know this is giving
00:08:54.800	4.00	you that eight percent boost also into
00:08:56.959	4.00	your uncrushable set so this is also a
00:08:58.800	5.28	very very good one to have all right now
00:09:00.959	4.80	that how we completed this phase two aka
00:09:04.080	3.52	phase five
00:09:05.760	3.12	this list uh i just want to go over a
00:09:07.600	5.28	few things you know you're about to be
00:09:08.880	5.60	pushing almost 13k health 6k mana also
00:09:12.880	3.04	you're gonna have almost 600 spell
00:09:14.480	2.72	damage you know i tweaked a little few
00:09:15.920	3.36	things here and there
00:09:17.200	4.72	armor you're sitting at about 15k your
00:09:19.279	4.64	defensive 497 and you're again avoidance
00:09:21.920	4.24	is at 7134
00:09:23.920	3.84	so with holy shield active with kings
00:09:26.160	3.52	with all your buffs you're going to be
00:09:27.760	3.04	uncrushable up to the max
00:09:29.680	2.40	you're going to be ready to pump any
00:09:30.800	2.96	boss you're going to be able to pull all
00:09:32.080	2.80	the bosses with the spell damage that
00:09:33.760	2.24	you're pulling
00:09:34.880	2.48	and the spell crit that you have you
00:09:36.000	3.44	have seven percent spell crit you know
00:09:37.360	3.12	that's not too bad that's also gonna be
00:09:39.440	3.12	great for when you're pulling your
00:09:40.480	4.16	threat when you have righteous uh fury
00:09:42.560	3.52	up when you have just everything pulling
00:09:44.640	2.64	you you'll be able to pump everyone
00:09:46.080	3.04	should be able to pump because you can
00:09:47.279	3.44	hold that threat easily
00:09:49.120	3.52	and i just think this is all around
00:09:50.720	5.04	great set the set will be linked in the
00:09:52.640	5.76	description below i will have everything
00:09:55.760	4.96	i also will have a link to
00:09:58.399	4.40	rage by the ways google docs for
00:10:00.720	4.08	everyone's class business that will be
00:10:02.800	3.44	down below but again if you guys did
00:10:04.800	3.20	like the video please like comment
00:10:06.240	4.08	subscribe i'm gonna be pushing out more
00:10:08.000	4.00	content for tbc classic i hope to see
00:10:10.320	4.24	you guys and i hope you guys enjoy it so
00:10:12.000	2.56	peace
