start	duration	text
00:03:45.760	3.20	threat that the crystal forge tier 5
00:03:48.000	2.64	gauntlets do
00:03:48.959	5.52	so i highly recommend that you go with
00:03:50.640	3.84	the tier 5 gauntlets overall
00:03:59.200	3.84	the imac theradon trinket is going to be
00:04:01.360	3.12	the best in slot threat management
00:04:03.040	2.96	trinket for this phase
00:04:04.480	3.84	i'll just end up listing a bunch of
00:04:06.000	3.68	trinkets on the page right now for you
00:04:08.319	2.96	guys to look at the reason why i don't
00:04:09.680	2.24	want to discuss them all and go over
00:04:11.280	2.24	them all
00:04:11.920	3.84	is because i could probably quite
00:04:13.519	4.08	literally make a trinket video
00:04:15.760	3.60	quite in itself is because there's so
00:04:17.600	3.52	many trinkets that you can choose from
00:04:19.359	2.80	and so many different options and builds
00:04:21.120	2.56	that you can go with
00:04:22.160	3.04	so i'll just show you guys them on
00:04:23.680	6.16	screen and you can pick from the best
00:04:25.199	4.64	ones here
00:04:33.280	2.72	okay guys same thing as the trinkets
00:04:34.880	2.88	i'll just show you guys a bunch of
00:04:36.000	3.44	cloaks on screen right now there's way
00:04:37.759	2.16	too many cloaks to go over and talk
00:04:39.440	2.80	about
00:04:39.919	3.92	however there are two main types of
00:04:42.240	2.72	cloaks in the game there's defensive
00:04:43.840	2.16	cloaks and then there's threat
00:04:44.960	2.88	management cloaks
00:04:46.000	3.84	the defensive cloaks have defensive
00:04:47.840	3.52	stats and stamina on them that help you
00:04:49.840	3.36	manage your defense and
00:04:51.360	3.84	survivability and then the threat
00:04:53.199	2.32	management cloaks have spell power on
00:04:55.199	2.00	them
00:04:55.520	4.56	and oftentimes help you with threat and
00:04:57.199	2.88	threat management
00:05:04.400	3.76	darkener's grasp is the recommended
00:05:06.240	2.48	phase 2 best of slot neck due to its
00:05:08.160	3.36	high
00:05:08.720	3.68	stamina value as well as defense stats
00:05:11.520	4.72	it provides
00:05:12.400	6.08	plus 1.78 block chance which allows for
00:05:16.240	3.04	flexibility in changing up other gear
00:05:18.479	2.48	pieces
00:05:19.280	3.92	so much like the boots you want to make
00:05:20.960	4.24	sure that you get a darkeners grasp
00:05:23.199	4.24	another one that is a very good one is
00:05:25.199	3.92	the sun king's tallies man this one is a
00:05:27.440	4.88	good one for threat management because
00:05:29.120	3.20	it provides spell power
00:05:35.039	3.52	much like the backs and necks the rings
00:05:36.880	3.52	come down to the same category as
00:05:38.560	3.68	defensive and offensive
00:05:40.400	3.28	there's way too many rings to show you
00:05:42.240	3.04	guys so i'm just going to show them all
00:05:43.680	4.08	on screen and you guys can pick from the
00:05:45.280	4.64	best ones i will however disclose of the
00:05:47.759	2.88	new ones being added in phase 2 and what
00:05:49.919	2.88	they are
00:05:50.639	6.80	compared to the old ones such as the
00:05:52.800	4.64	iran one from shade of iran and karazhan
00:06:01.840	3.92	the aldorai legacy defender from gruel
00:06:04.400	3.44	remains to be the top
00:06:05.759	3.12	shield for protection paladin phase two
00:06:07.840	2.80	so make sure you go and
00:06:08.880	4.88	clear gruel's layer weekly to try and
00:06:10.639	3.12	get that shield out of there
00:06:17.280	3.60	protection paladins get a new weapon in
00:06:19.199	2.32	serpent shrine cavern and that's gonna
00:06:20.880	2.64	be every
00:06:21.520	5.36	protection paladin's wet dream so you
00:06:23.520	3.36	gotta make sure you go and get that
00:06:29.919	3.76	the justice badge live room remains to
00:06:32.160	1.92	be the best live room in the game and
00:06:33.680	2.32	the reason
00:06:34.080	3.44	for this is because of the block chance
00:06:36.000	3.68	and the mitigation towards being
00:06:37.520	4.56	uncrushable but one of the better ones
00:06:39.680	2.64	if you are uncrushable capped is go pick
00:06:42.080	2.16	up
00:06:42.319	3.68	the eternal rest one and that increases
00:06:44.240	3.68	your consecration damage which is going
00:06:46.000	4.40	to increase your overall threat
00:06:47.919	3.28	so it all depends on what librarian you
00:06:50.400	4.24	already have
00:06:51.199	7.20	and basically what your overall defense
00:06:54.639	3.76	and mitigation is towards reaching
00:07:00.840	4.04	uncrushability
00:07:03.199	3.84	anyway guys and girls i hope you enjoyed
00:07:04.880	3.52	today's video go and check my twitter
00:07:07.039	3.36	i'll leave a link down below
00:07:08.400	3.60	i stream almost every other day i'm not
00:07:10.400	3.44	actually going to be streaming tomorrow
00:07:12.000	2.48	or tuesday if you watch this video
00:07:13.840	2.24	tomorrow
00:07:14.479	3.60	the reason is is because i'm gonna be
00:07:16.080	3.12	out of town but anyway i hope you guys
00:07:18.080	3.36	enjoyed today's video
00:07:19.199	3.60	leave any suggestions down below leave a
00:07:21.440	4.56	like if you enjoyed it
00:07:22.800	3.20	and peace out
